time,average_people,queue,difference_15_minutes
2023-11-05 12:00:00,0.2109722222222232,0.0,0.0
2023-11-05 12:01:00,0.2732592592592596,0.0,0.0
2023-11-05 12:02:00,0.3435833333333341,0.0,0.0
2023-11-05 12:03:00,0.4219444444444443,0.0,0.0
2023-11-05 12:04:00,0.5083425925925928,0.0,0.0
2023-11-05 12:05:00,0.6027777777777771,0.0,0.0
2023-11-05 12:06:00,0.7052499999999995,0.0,0.0
2023-11-05 12:07:00,0.8157592592592576,0.0,0.0
2023-11-05 12:08:00,0.996592592592591,0.0,0.0
2023-11-05 12:09:00,1.200292592592592,0.0,0.0
2023-11-05 12:10:00,1.4243703703703696,0.0,0.0
2023-11-05 12:11:00,1.6663370370370372,0.0,0.0
2023-11-05 12:12:00,1.923703703703704,0.0,0.0
2023-11-05 12:13:00,2.1939814814814813,0.0,0.0
2023-11-05 12:14:00,2.4746814814814813,0.0,0.0
2023-11-05 12:15:00,2.7633148148148146,0.0,0.0
2023-11-05 12:16:00,3.0573925925925924,0.0,0.0
2023-11-05 12:17:00,3.354425925925926,0.0,0.0
2023-11-05 12:18:00,3.6519259259259256,0.0,0.0
2023-11-05 12:19:00,3.947403703703704,0.0,0.0
2023-11-05 12:20:00,4.238370370370371,0.0,0.0
2023-11-05 12:21:00,4.522337037037037,0.0,0.0
2023-11-05 12:22:00,4.796814814814815,0.0,0.0
2023-11-05 12:23:00,5.059314814814815,0.0,0.0
2023-11-05 12:24:00,5.308782716049382,0.0,0.0
2023-11-05 12:25:00,5.545598765432099,0.0,0.0
2023-11-05 12:26:00,5.770143209876542,0.0,0.07890740740741009
2023-11-05 12:27:00,5.982796296296296,0.0,0.3193765432098825
2023-11-05 12:28:00,6.183938271604938,0.0,0.7398148148148262
2023-11-05 12:29:00,6.373949382716049,0.0,1.362232253086436
2023-11-05 12:30:00,6.5532098765432085,0.0,2.208930555555577
2023-11-05 12:31:00,6.722099999999999,0.0,3.299046296296323
2023-11-05 12:32:00,6.880999999999999,0.0,4.648550925925955
2023-11-05 12:33:00,7.03029012345679,0.0,6.270250771604973
2023-11-05 12:34:00,7.170350617283949,0.0,8.17378703703708
2023-11-05 12:35:00,7.301561728395061,0.0,10.365635802469185
2023-11-05 12:36:00,7.426032098765432,0.0,12.847379629629685
2023-11-05 12:37:00,7.547598765432099,0.0,15.613687500000061
2023-11-05 12:38:00,7.670098765432099,0.0,18.652023148148217
2023-11-05 12:39:00,7.79717901234568,0.0,21.940655246913654
2023-11-05 12:40:00,7.932296296296298,0.0,25.446667592592668
2023-11-05 12:41:00,8.07890740740741,0.07890740740741009,29.047051697530936
2023-11-05 12:42:00,8.240469135802472,0.3193765432098825,32.603867283950684
2023-11-05 12:43:00,8.420438271604944,0.7398148148148262,36.03223611111117
2023-11-05 12:44:00,8.62241743827161,1.362232253086436,39.232346604938314
2023-11-05 12:45:00,8.846698302469141,2.208930555555577,42.10296234567905
2023-11-05 12:46:00,9.090115740740746,3.299046296296323,44.55522222222225
2023-11-05 12:47:00,9.349504629629632,4.648550925925955,46.512640432098785
2023-11-05 12:48:00,9.621699845679018,6.270250771604973,47.91318055555556
2023-11-05 12:49:00,9.903536265432106,8.17378703703708,48.711329629629624
2023-11-05 12:50:00,10.191848765432104,10.365635802469185,48.878098148148126
2023-11-05 12:51:00,10.4817438271605,12.847379629629685,48.39782253086416
2023-11-05 12:52:00,10.766307870370376,15.613687500000061,47.26555092592587
2023-11-05 12:53:00,11.038335648148154,18.652023148148217,45.4876265432098
2023-11-05 12:54:00,11.288632098765436,21.940655246913654,43.08580555555547
2023-11-05 12:55:00,11.506012345679016,25.446667592592668,40.1013749999999
2023-11-05 12:56:00,11.67929151234568,29.125959104938346,36.59515277777767
2023-11-05 12:57:00,11.797284722222225,32.92324382716057,32.64780511463834
2023-11-05 12:58:00,11.848807098765429,36.772050925925996,28.36016402116391
2023-11-05 12:59:00,11.82252793209876,40.594578858024754,23.85337312610219
2023-11-05 13:00:00,11.717314043209871,44.31189290123463,19.251803571428468
2023-11-05 13:01:00,11.542375617283945,47.85426851851857,14.665824074073974
2023-11-05 13:02:00,11.306922839506164,51.16119135802474,10.191800925925833
2023-11-05 13:03:00,11.022239969135796,54.183431327160534,5.918320216049295
2023-11-05 13:04:00,10.701685339506165,56.885116666666704,1.9324100529099724
2023-11-05 13:05:00,10.35861728395061,59.24373395061731,-1.680459435626176
2023-11-05 13:06:00,10.001468209876537,61.24520216049385,-4.847264991181731
2023-11-05 13:07:00,9.63403626543209,62.879238425925934,-7.5186107804233515
2023-11-05 13:08:00,9.26041126543209,64.13964969135802,-9.66902006172846
2023-11-05 13:09:00,8.886811111111104,65.02646080246912,-11.289479320987716
2023-11-05 13:10:00,8.521581790123449,65.54804259259257,-12.379982407407468
2023-11-05 13:11:00,8.173069290123449,65.72111188271602,-12.949530533509758
2023-11-05 13:12:00,7.849937059082886,65.5710489417989,-13.016767195767258
2023-11-05 13:13:00,7.561166005291001,65.1322149470899,-12.610613095238165
2023-11-05 13:14:00,7.315737037037032,64.44795198412695,-11.770266137566217
2023-11-05 13:15:00,7.115744488536152,63.563696472663096,-10.53831485890661
2023-11-05 13:16:00,6.95639611992945,62.52009259259255,-8.953851851851944
2023-11-05 13:17:00,6.832899691358024,61.35299228395057,-7.052473765432197
2023-11-05 13:18:00,6.7487592592592565,60.10175154320983,-4.8855828924163305
2023-11-05 13:19:00,6.715775176366841,58.817526719576676,-2.53968875661387
2023-11-05 13:20:00,6.745747795414456,57.563274514991136,-0.1364081128749035
2023-11-05 13:21:00,6.834662654320981,56.397937169312115,2.205386904761781
2023-11-05 13:22:00,6.962690476190468,55.36062764550258,4.40742063492052
2023-11-05 13:23:00,7.110001984126976,54.470629629629556,6.43201388888879
2023-11-05 13:24:00,7.2663518518518435,53.7369814814814,8.262777777777693
2023-11-05 13:25:00,7.431078703703695,53.1680601851851,9.885307539682458
2023-11-05 13:26:00,7.603521164021156,52.77158134920626,11.287182539682462
2023-11-05 13:27:00,7.782700396825389,52.55428174603165,12.458283730158655
2023-11-05 13:28:00,7.967320105820097,52.52160185185174,13.391111111111044
2023-11-05 13:29:00,8.156083994708986,52.67768584656073,14.080783730158664
2023-11-05 13:30:00,8.347695767195757,53.02538161375649,14.52503968253962
2023-11-05 13:31:00,8.540859126984119,53.566240740740604,14.724236111111061
2023-11-05 13:32:00,8.734277777777768,54.30051851851837,14.681349206349168
2023-11-05 13:33:00,8.915650132275124,55.2161686507935,14.416051669290276
2023-11-05 13:34:00,9.061669312169304,56.277837962962806,13.978790174471968
2023-11-05 13:35:00,9.149028439153431,57.42686640211623,13.450785369933087
2023-11-05 13:36:00,9.176457671957667,58.603324074073896,12.920698543880349
2023-11-05 13:37:00,9.164724206349204,59.7680482804231,12.461298291355092
2023-11-05 13:38:00,9.134595238095237,60.902643518518346,12.127917814508692
2023-11-05 13:39:00,9.09711574074074,61.99975925925909,11.958560011733454
2023-11-05 13:40:00,9.053608465608464,63.053367724867556,11.981716065416023
2023-11-05 13:41:00,9.005396164021162,64.05876388888872,12.216365441937356
2023-11-05 13:42:00,8.953801587301587,65.0125654761903,12.671975891672801
2023-11-05 13:43:00,8.900147486772486,65.91271296296279,13.34850344899202
2023-11-05 13:44:00,8.845756613756613,66.75846957671939,14.22454449837474
2023-11-05 13:45:00,8.79195171957672,67.55042129629611,15.245487840526408
2023-11-05 13:46:00,8.740055555555555,68.29047685185166,16.330981359044912
2023-11-05 13:47:00,8.691390873015873,68.98186772486754,17.419732020420568
2023-11-05 13:48:00,8.65035259521623,69.63222032008377,18.471463117466044
2023-11-05 13:49:00,8.624407817350999,70.25662813743477,19.4464715127464
2023-11-05 13:50:00,8.621023634614541,70.87765177204932,20.290694305245708
2023-11-05 13:51:00,8.646370845904933,71.52402261795424,20.93700512666335
2023-11-05 13:52:00,8.705323953823948,72.2293465717782,21.30651043771033
2023-11-05 13:53:00,8.801214761248845,73.03056133302704,21.311634927558316
2023-11-05 13:54:00,8.927757937965508,73.95831927099255,20.8766002244668
2023-11-05 13:55:00,9.076764519291029,75.03508379028358,19.942476609165155
2023-11-05 13:56:00,9.240045540542503,76.27512933082608,18.467183014852637
2023-11-05 13:57:00,9.409412037037033,77.6845413678631,16.4262648049761
2023-11-05 13:58:00,9.576675044091704,79.2612164119548,13.813671551007857
2023-11-05 13:59:00,9.721797663139322,80.98301407509413,10.665452900214206
2023-11-05 14:00:00,9.812895061728389,82.79590913682252,7.083454443424088
2023-11-05 14:01:00,9.825549074074068,84.62145821089658,3.220384381695709
